"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-11","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"49","H,,S","58",",,W","43",",,W","  220",",,W","  250",",,W","18.1",",,W","23.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-12","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"53","H,,S","61",",,W","49",",,W","  260",",,W","  260",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-13","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"51","H,,S","53",",,W","46",",,W","  110",",,W","  110",",,W","16.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-14","4.25",",,W",,,"0.42",",,W,2400","0.0",",,W",,,"47","H,,S","58",",,W","46",",,W","  150",",,W","  100",",,W","12.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-15","14.09",",,W",,,"0.19",",,W,2400","0.0",",,W",,,"55","H,,S","61",",,W","48",",,W","  270",",,W","  280",",,W","31.1",",,W","40.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-16","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"44","H,,S","48",",,W","38",",,W","   30",",,W","   30",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-17","8.05",",,W",,,"0.55",",,W,2400","0.0",",,W",,,"44","H,,S","52",",,W","39",",,W","  150",",,W","  140",",,W","17.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-18","10.51",",,W",,,"0.04",",,W,2400","0.0",",,W",,,"49","H,,S","52",",,W","39",",,W","  290",",,W","  310",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-19","15.43",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"38","H,,S","40",",,W","33",",,W","  260",",,W","  270",",,W","29.1",",,W","38.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-20","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"36","H,,S","41",",,W","31",",,W","  250",",,W","  240",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-21","16.11",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"42","H,,S","53",",,W","32",",,W","  230",",,W","  240",",,W","31.1",",,W","40.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-22","8.95",",,W",,,"0.23",",,W,2400","0.0",",,W",,,"52","H,,S","60",",,W","48",",,W","  230",",,W","  220",",,W","19.9",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-23","7.38",",,W",,,"0.76",",,W,2400","0.0",",,W",,,"52","H,,S","56",",,W","45",",,W","   80",",,W","   90",",,W","19.9",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-24","8.05",",,W",,,"0.24",",,W,2400","0.0",",,W",,,"55","H,,S","69",",,W","48",",,W","  220",",,W","  230",",,W","25.1",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-25","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"57","H,,S","62",",,W","49",",,W","  340",",,W","  330",",,W","15.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-26","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"49","H,,S","55",",,W","41",",,W","  340",",,W","  320",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-27","6.26",",,W",,,"0.26",",,W,2400","0.0",",,W",,,"46","H,,S","50",",,W","38",",,W","  320",",,W","  320",",,W","23.9",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-28","13.42",",,W",,,"0.00","T,,W,2400","0.0","T,,W",,,"35","H,,S","38",",,W","29",",,W","  320",",,W","  330",",,W","25.1",",,W","33.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-29","18.12",",,W",,,"1.02",",,W,2400","0.9",",,W",,,"33","H,,S","40",",,W","24",",,W","  110",",,W","  110",",,W","29.1",",,W","35.1",",,W","    1",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-30","6.26",",,W",,,"0.03",",,W,2400","0.0",",,W",,,"26","H,,S","37",",,W","25",",,W","  320",",,W","  340",",,W","13.0",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2015-12-31","8.72",",,W",,,"0.08",",,W,2400","0.0",",,W",,,"38","H,,S","47",",,W","33",",,W","  270",",,W","  260",",,W","17.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-01","12.75",",,W",,,"0.00",",,W,2400","0.0","T,,W",,,"39","H,,S","41",",,W","33",",,W","  260",",,W","  260",",,W","23.0",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-02","13.42",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"35","H,,S","40",",,W","31",",,W","  260",",,W","  270",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-03","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"36","H,,S","44",",,W","31",",,W","  260",",,W","  240",",,W","21.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-04","12.30",",,W",,,"0.00","T,,W,2400","0.0","T,,W",,,"30","H,,S","36",",,W","14",",,W","  320",",,W","  320",",,W","21.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-05","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"16","H,,S","26",",,W","8",",,W","  330",",,W","  320",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-06","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"30","H,,S","45",",,W","21",",,W","  230",",,W","  210",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-07","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"33","H,,S","43",",,W","26",",,W","  230",",,W","  240",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-08","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"35","H,,S","42",",,W","30",",,W","   90",",,W","   80",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-09","6.04",",,W",,,"0.01",",,W,2400","0.0",",,W",,,"40","H,,S","41",",,W","38",",,W","   90",",,W","  100",",,W","16.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-10","14.99",",,W",,,"1.38",",,W,2400","0.0",",,W",,,"45","H,,S","58",",,W","38",",,W","  120",",,W","  110",",,W","30.0",",,W","38.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-11","19.24",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"40","H,,S","51",",,W","25",",,W","  290",",,W","  270",",,W","30.0",",,W","38.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-12","9.62",",,W",,,"0.08",",,W,2400","0.3",",,W",,,"29","H,,S","37",",,W","21",",,W","  150",",,W","  130",",,W","19.9",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-13","19.69",",,W",,,"0.00",",,W,2400","0.0","T,,W",,,"29","H,,S","33",",,W","21",",,W","  270",",,W","  270",",,W","36.0",",,W","47.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-14","10.51",",,W",,,"0.00","T,,W,2400","0.0","T,,W",,,"24","H,,S","30",",,W","21",",,W","  250",",,W","  270",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-15","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"31","H,,S","42",",,W","26",",,W","  110",",,W","   90",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-16","9.40",",,W",,,"1.22",",,W,2400","0.0","T,,W",,,"39","H,,S","43",",,W","34",",,W","  330",",,W","  330",",,W","21.0",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-17","9.40",",,W",,,"0.10",",,W,2400","1.3",",,W",,,"35","H,,S","38",",,W","29",",,W","  270",",,W","  260",",,W","15.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-18","16.78",",,W",,,"0.11",",,W,2400","1.8",",,W",,,"27","H,,S","29",",,W","19",",,W","  270",",,W","  280",",,W","30.0",",,W","42.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-19","21.92",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"20","H,,S","25",",,W","16",",,W","  270",",,W","  270",",,W","31.1",",,W","45.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-20","18.79",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"24","H,,S","33",",,W","19",",,W","  280",",,W","  280",",,W","28.0",",,W","38.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-21","13.87",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"27","H,,S","33",",,W","21",",,W","  320",",,W","  310",",,W","23.9",",,W","35.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-22","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"24","H,,S","32",",,W","19",",,W","  300",",,W","  310",",,W","23.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-23","20.36",",,W",,,"0.37",",,W,2400","6.1",",,W",,,"29","H,,S","32",",,W","20",",,W","   40",",,W","   40",",,W","36.0",",,W","45.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-24","11.18",",,W",,,"0.00","T,,W,2400","0.0","T,,W",,,"25","H,,S","36",",,W","18",",,W","  360",",,W","   10",",,W","28.0",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-25","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"31","H,,S","35",",,W","26",",,W","  320",",,W","  300",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-26","14.32",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"37","H,,S","51",",,W","28",",,W","  210",",,W","  200",",,W","30.0",",,W","36.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-27","12.08",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"43","H,,S","45",",,W","31",",,W","  290",",,W","  290",",,W","21.0",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-28","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"34","H,,S","42",",,W","26",",,W","  220",",,W","  230",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-29","7.38",",,W",,,"0.00",",,W,2400","0.0","T,,W",,,"36","H,,S","41",",,W","33",",,W","  300",",,W","  290",",,W","18.1",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-30","13.65",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"36","H,,S","43",",,W","30",",,W","  220",",,W","  260",",,W","25.9",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-01-31","11.86",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"43","H,,S","57",",,W","38",",,W","  230",",,W","  230",",,W","25.1",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-01","13.87",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"49","H,,S","65",",,W","39",",,W","  270",",,W","  270",",,W","25.9",",,W","33.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-02","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"44","H,,S","50",",,W","36",",,W","  330",",,W","  300",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-03","14.54",",,W",,,"0.33",",,W,2400","0.0",",,W",,,"42","H,,S","57",",,W","35",",,W","  160",",,W","  160",",,W","38.9",",,W","46.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-04","10.51",",,W",,,"0.01",",,W,2400","0.0",",,W",,,"54","H,,S","56",",,W","43",",,W","  290",",,W","  280",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-05","13.42",",,W",,,"0.96",",,W,2400","6.8",",,W",,,"37","H,,S","43",",,W","25",",,W","   10",",,W","   10",",,W","25.1",",,W","36.9",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-06","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"29","H,,S","35",",,W","24",",,W","  210",",,W","  320",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-07","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"34","H,,S","44",",,W","29",",,W","   60",",,W","   60",",,W","25.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-08","21.25",",,W",,,"0.53",",,W,2400","6.4",",,W",,,"29","H,,S","38",",,W","18",",,W","   30",",,W","   30",",,W","38.0",",,W","46.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-09","6.26",",,W",,,"0.00","T,,W,2400","0.1",",,W",,,"23","H,,S","29",",,W","20",",,W","  350",",,W","  360",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-10","6.71",",,W",,,"0.00","T,,W,2400","0.1",",,W",,,"28","H,,S","36",",,W","20",",,W","  260",",,W","  250",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-11","16.78",",,W",,,"0.01",",,W,2400","0.2",",,W",,,"28","H,,S","31",",,W","11",",,W","  270",",,W","  270",",,W","29.1",",,W","38.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-12","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"15","H,,S","24",",,W","8",",,W","  290",",,W","  300",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-13","16.33",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"20","H,,S","24",",,W","-4",",,W","  290",",,W","  300",",,W","32.0",",,W","42.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-14","17.22",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"0","H,,S","12",",,W","-9",",,W","  290",",,W","  290",",,W","29.1",",,W","38.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-15","6.26",",,W",,,"0.26",",,W,2400","1.3",",,W",,,"11","H,,S","35",",,W","4",",,W","  280",",,W","  120",",,W","15.0",",,W","19.9",",,W","    1",",,W",,,,,"    1",",,W","    1",",,W",,,"    1",",,W",,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-16","14.32",",,W",,,"0.66",",,W,2400","0.0",",,W",,,"40","H,,S","54",",,W","31",",,W","  180",",,W","  160",",,W","33.1",",,W","47.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-17","10.74",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"42","H,,S","46",",,W","34",",,W","  270",",,W","  280",",,W","23.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-18","12.08",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"33","H,,S","35",",,W","24",",,W","  320",",,W","  340",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-19","8.95",",,W",,,"0.00","T,,W,2400","0.1",",,W",,,"28","H,,S","37",",,W","20",",,W","  190",",,W","  230",",,W","17.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-20","13.87",",,W",,,"0.01",",,W,2400","0.0","T,,W",,,"43","H,,S","60",",,W","33",",,W","  220",",,W","  230",",,W","25.9",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-21","12.53",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"50","H,,S","54",",,W","42",",,W","  270",",,W","  260",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-22","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"40","H,,S","43",",,W","30",",,W","  100",",,W","  100",",,W","16.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-23","11.41",",,W",,,"0.00","T,,W,2400","0.0","T,,W",,,"33","H,,S","39",",,W","26",",,W","   70",",,W","  110",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-24","12.08",",,W",,,"0.59",",,W,2400","0.0",",,W",,,"39","H,,S","57",",,W","38",",,W","  170",",,W","  170",",,W","25.9",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-25","22.15",",,W",,,"0.81",",,W,2400","0.0",",,W",,,"54","H,,S","62",",,W","41",",,W","  180",",,W","  170",",,W","40.0",",,W","53.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-26","19.01",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"38","H,,S","41",",,W","26",",,W","  290",",,W","  320",",,W","28.0",",,W","40.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-27","12.30",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"29","H,,S","39",",,W","21",",,W","  230",",,W","  250",",,W","21.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-28","14.54",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"42","H,,S","58",",,W","36",",,W","  220",",,W","  200",",,W","21.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-02-29","16.33",",,W",,,"0.00","T,,W,2400","0.0",",,W",,,"50","H,,S","64",",,W","43",",,W","  260",",,W","  270",",,W","29.1",",,W","38.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-01","12.30",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"42","H,,S","49",",,W","34",",,W","  270",",,W","  280",",,W","38.9",",,W","55.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-02","19.24",",,W",,,"0.37",",,W,2400","0.0",",,W",,,"43","H,,S","53",",,W","25",",,W","  290",",,W","  330",",,W","31.1",",,W","38.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-03","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"27","H,,S","34",",,W","21",",,W","  320",",,W","  280",",,W","23.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-04","11.63",",,W",,,"0.01",",,W,2400","0.5",",,W",,,"29","H,,S","31",",,W","26",",,W","  360",",,W","  360",",,W","23.9",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-05","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"28","H,,S","34",",,W","23",",,W","  360",",,W","  360",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-06","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"34","H,,S","42",",,W","30",",,W","   90",",,W","   50",",,W","13.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-07","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"38","H,,S","51",",,W","30",",,W","  230",",,W","  230",",,W","32.0",",,W","38.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-08","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"44","H,,S","48",",,W","36",",,W","  100",",,W","  110",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-09","13.42",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"53","H,,S","77",",,W","40",",,W","  220",",,W","  210",",,W","21.9",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-10","9.62",",,W",,,"0.40",",,W,2400","0.0",",,W",,,"62","H,,S","66",",,W","47",",,W","   30",",,W","  270",",,W","25.1",",,W","38.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-11","6.93",",,W",,,"0.09",",,W,2400","0.0",",,W",,,"48","H,,S","50",",,W","41",",,W","  330",",,W","  330",",,W","21.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-12","11.18",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"45","H,,S","60",",,W","36",",,W","  230",",,W","  230",",,W","21.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-13","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"54","H,,S","63",",,W","45",",,W","  320",",,W","  320",",,W","21.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-14","17.00",",,W",,,"0.21",",,W,2400","0.0",",,W",,,"43","H,,S","45",",,W","39",",,W","   90",",,W","   90",",,W","23.9",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-03-15","17.00",",,W",,,"1.14",",,W,2400","0.0",",,W",,,"43","H,,S","45",",,W","41",",,W","   50",",,W","   40",",,W","25.1",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,,
